,ticket_id,created_at,borough,request_type,channel,priority,distance_km,crew_size,service_time_min,status,cost_cad,is_canceled,cost_per_km,is_long_job
252,10252,2025-09-16,central,Recycling,APP,2,8.87,2,44.0,Canceled,70.54,True,7.952649379932358,False
253,10253,2025-09-28,central,Compost,PHONE,2,8.15,4,45.0,Completed,88.38,False,10.844171779141103,False
254,10254,2025-10-26,north,Pickup,APP,2,6.82,2,39.0,Completed,70.36,False,10.316715542521994,False
255,10255,2025-09-13,east,Recycling,WEB,2,7.39,2,46.0,Completed,63.52,False,8.595399188092017,False
256,10256,2025-10-27,west,Bulk,APP,1,5.34,1,37.0,Completed,73.09,False,13.687265917602998,False
257,10257,2025-09-09,central,Recycling,APP,2,9.33,2,46.0,Completed,70.26,False,7.530546623794213,False
258,10258,2025-09-15,south,Pickup,PHONE,1,7.37,1,75.0,Completed,82.56,False,11.202170963364994,True
259,10259,2025-10-20,east,Pickup,APP,3,8.0,3,50.0,Completed,85.25,False,10.65625,False
260,10260,2025-11-06,west,Hazard,APP,2,8.57,4,58.0,Completed,120.67,False,14.08051341890315,True
261,10261,2025-09-15,west,Pickup,PHONE,2,4.04,2,49.0,Completed,71.69,False,17.745049504950494,False
262,10262,2025-09-26,west,Recycling,APP,2,4.82,4,41.0,Completed,83.71,False,17.367219917012445,False
263,10263,2025-11-17,north,Pickup,PHONE,3,0.87,4,16.0,Completed,56.99,False,65.50574712643679,False
264,10264,2025-11-23,north,Recycling,APP,1,9.19,1,61.0,Completed,67.44,False,7.338411316648531,True
265,10265,2025-10-19,central,Hazard,APP,1,3.86,3,50.0,Completed,89.9,False,23.29015544041451,False
266,10266,2025-10-08,central,Recycling,APP,1,7.9,3,54.0,Completed,90.85,False,11.499999999999998,True
267,10267,2025-09-30,Unknown,Hazard,WEB,2,8.61,2,73.0,Completed,102.94,False,11.955865272938444,True
268,10268,2025-10-22,north,Pickup,INPERSON,3,9.31,4,43.0,Completed,85.54,False,9.18796992481203,False
269,10269,2025-10-20,north,Recycling,APP,1,3.89,2,59.0,Completed,82.94,False,21.321336760925448,True
270,10270,2025-09-25,west,Compost,INPERSON,3,7.3,1,52.0,Completed,65.94,False,9.032876712328767,True
271,10271,2025-09-02,north,Recycling,PHONE,2,12.51,3,73.0,Completed,93.2,False,7.45003996802558,True
272,10272,2025-09-13,central,Pickup,PHONE,2,12.64,1,88.0,Completed,94.55,False,7.480221518987341,True
273,10273,2025-11-20,south,Compost,WEB,1,10.46,2,56.0,Canceled,78.96,True,7.548757170172083,True
274,10274,2025-10-06,west,Recycling,Unknown,2,8.51,3,45.0,Completed,77.56,False,9.113983548766157,False
275,10275,2025-10-11,central,Recycling,WEB,2,4.48,3,28.0,Completed,69.16,False,15.437499999999998,False
276,10276,2025-10-10,south,Hazard,PHONE,2,9.66,2,46.0,Completed,79.77,False,8.25776397515528,False
277,10277,2025-11-05,south,Pickup,PHONE,1,7.03,2,59.0,Completed,66.76,False,9.496443812233286,True
278,10278,2025-09-06,east,Pickup,APP,3,9.18,1,58.0,Completed,71.46,False,7.784313725490196,True
279,10279,2025-09-07,east,Pickup,APP,3,5.6,2,39.0,Completed,56.83,False,10.148214285714285,False
280,10280,2025-09-24,south,Recycling,PHONE,2,6.98,3,50.0,Completed,70.5,False,10.100286532951289,False
281,10281,2025-10-11,east,Pickup,APP,2,7.99,3,33.0,Completed,64.9,False,8.122653316645808,False
282,10282,2025-10-27,Unknown,Bulk,APP,2,8.24,2,62.0,Completed,107.28,False,13.019417475728154,True
283,10283,2025-10-12,east,Pickup,APP,1,8.98,1,66.0,Completed,66.62,False,7.418708240534522,True
284,10284,2025-10-08,north,Bulk,APP,3,5.76,3,41.0,Completed,105.47,False,18.31076388888889,False
285,10285,2025-11-18,south,Pickup,PHONE,2,3.47,3,38.0,Completed,65.57,False,18.89625360230547,False
286,10286,2025-09-14,south,Recycling,PHONE,2,12.37,1,85.0,Completed,92.77,False,7.4995957962813256,True
287,10287,2025-10-19,north,Pickup,APP,1,14.97,3,75.0,Completed,98.44,False,6.575818303273213,True
288,10288,2025-10-16,north,Bulk,APP,2,8.84,1,45.0,Completed,72.5,False,8.201357466063348,False
289,10289,2025-10-10,west,Recycling,APP,2,3.53,2,37.0,Completed,57.35,False,16.246458923512748,False
290,10290,2025-11-07,south,Recycling,APP,2,5.18,3,40.0,Completed,63.56,False,12.270270270270272,False
291,10291,2025-09-23,central,Compost,WEB,3,9.03,3,39.0,Completed,88.5,False,9.800664451827243,False
292,10292,2025-11-20,south,Recycling,PHONE,3,11.52,3,56.0,Completed,84.73,False,7.355034722222223,True
293,10293,2025-09-28,north,Pickup,PHONE,1,3.86,4,36.0,Completed,77.23,False,20.00777202072539,False
294,10294,2025-10-16,west,Hazard,PHONE,2,7.13,1,46.0,Completed,79.01,False,11.081346423562414,False
295,10295,2025-10-14,central,Pickup,INPERSON,2,8.09,4,52.0,Completed,106.29,False,13.138442521631646,True
296,10296,2025-11-11,south,Pickup,WEB,2,10.09,2,53.0,Completed,80.11,False,7.939544103072349,True
297,10297,2025-10-07,Unknown,Recycling,PHONE,2,6.47,2,42.0,Completed,55.69,False,8.60741885625966,False
298,10298,2025-09-24,north,Pickup,PHONE,3,2.81,4,22.0,Completed,68.18,False,24.26334519572954,False
299,10299,2025-09-02,east,Pickup,APP,2,9.36,2,65.0,Completed,73.46,False,7.848290598290598,True
300,10300,2025-10-01,east,Compost,WEB,1,10.87,1,74.0,Completed,87.21,False,8.022999080036799,True
301,10301,2025-11-09,south,Pickup,APP,2,7.25,3,46.0,Completed,68.39,False,9.433103448275862,False
302,10302,2025-09-01,north,Compost,APP,2,8.72,3,46.0,Completed,73.38,False,8.415137614678898,False
303,10303,2025-11-15,east,Hazard,INPERSON,2,6.08,3,45.0,Completed,95.23,False,15.662828947368421,False
304,10304,2025-10-16,central,Bulk,WEB,1,4.96,1,67.0,Completed,95.82,False,19.318548387096772,True
305,10305,2025-09-12,west,Bulk,APP,2,10.58,3,61.0,Completed,108.88,False,10.291115311909262,True
306,10306,2025-09-26,east,Bulk,APP,2,8.66,1,67.0,Completed,102.26,False,11.808314087759817,True
307,10307,2025-10-17,north,Hazard,APP,1,7.7,3,62.0,Completed,115.74,False,15.03116883116883,True
308,10308,2025-09-27,south,Pickup,PHONE,2,12.01,3,50.0,Completed,84.92,False,7.0707743547044135,False
309,10309,2025-09-10,south,Pickup,APP,2,4.34,4,27.0,Completed,64.27,False,14.808755760368664,False
310,10310,2025-10-26,west,Recycling,WEB,2,5.84,4,50.0,Completed,92.3,False,15.804794520547945,False
311,10311,2025-10-27,central,Recycling,WEB,2,7.97,1,54.0,Completed,57.98,False,7.274780426599749,True
312,10312,2025-09-10,central,Pickup,PHONE,3,5.81,1,40.0,Completed,59.93,False,10.314974182444063,False
313,10313,2025-09-24,central,Bulk,PHONE,1,9.85,3,45.0,Completed,107.38,False,10.901522842639594,False
314,10314,2025-09-21,central,Pickup,APP,1,6.94,4,38.0,Completed,85.18,False,12.27377521613833,False
315,10315,2025-10-26,central,Hazard,APP,2,4.52,1,46.0,Completed,79.39,False,17.5641592920354,False
316,10316,2025-11-01,north,Pickup,WEB,2,7.7,2,49.0,Completed,51.05,False,6.629870129870129,False
317,10317,2025-11-01,north,Pickup,APP,2,8.01,2,44.0,Completed,80.6,False,10.062421972534331,False
318,10318,2025-11-18,south,Pickup,Unknown,2,10.3,2,59.0,Completed,85.66,False,8.316504854368931,True
319,10319,2025-11-04,east,Pickup,APP,1,7.7,3,52.0,Completed,89.45,False,11.616883116883116,True
320,10320,2025-09-27,north,Pickup,APP,1,8.88,2,68.0,Completed,80.28,False,9.04054054054054,True
321,10321,2025-09-10,central,Pickup,APP,2,8.46,2,51.0,Completed,69.69,False,8.237588652482268,True
322,10322,2025-10-22,east,Pickup,WEB,2,6.94,4,48.0,Completed,76.38,False,11.005763688760805,False
323,10323,2025-11-16,east,Pickup,WEB,3,5.35,2,40.0,Completed,63.48,False,11.865420560747664,False
324,10324,2025-11-21,north,Recycling,Unknown,2,8.37,1,50.0,Completed,47.7,False,5.698924731182797,False
325,10325,2025-09-20,north,Recycling,WEB,2,6.5,4,41.0,Completed,91.73,False,14.112307692307693,False
326,10326,2025-09-20,north,Pickup,APP,2,12.57,2,55.0,Completed,82.35,False,6.551312649164677,True
327,10327,2025-09-04,central,Pickup,WEB,2,11.53,4,57.0,Completed,97.3,False,8.438855160450998,True
328,10328,2025-09-12,east,Pickup,PHONE,1,9.4,4,51.0,Completed,97.58,False,10.380851063829788,True
329,10329,2025-10-17,west,Pickup,APP,2,8.64,3,53.0,Completed,83.55,False,9.670138888888888,True
330,10330,2025-10-16,south,Pickup,WEB,2,7.24,1,46.0,Completed,56.65,False,7.824585635359115,False
331,10331,2025-10-02,south,Compost,APP,2,3.72,4,33.0,Completed,70.47,False,18.943548387096772,False
332,10332,2025-09-27,south,Hazard,APP,2,6.85,3,48.0,Completed,101.83,False,14.865693430656934,False
333,10333,2025-11-09,west,Hazard,APP,2,7.8,2,57.0,Completed,85.3,False,10.935897435897436,True
334,10334,2025-10-09,west,Recycling,APP,2,8.19,4,41.0,Completed,73.97,False,9.031746031746032,False
335,10335,2025-11-07,north,Recycling,APP,1,8.91,4,55.0,Completed,97.52,False,10.945005611672277,True
336,10336,2025-11-20,central,Pickup,PHONE,2,10.26,4,55.0,Completed,96.98,False,9.45224171539961,True
337,10337,2025-09-27,north,Compost,WEB,3,7.7,1,60.0,Completed,70.13,False,9.107792207792206,True
338,10338,2025-09-18,central,Compost,Unknown,1,5.45,3,34.0,Completed,62.9,False,11.541284403669724,False
339,10339,2025-11-20,north,Compost,PHONE,2,11.85,2,56.0,Canceled,87.51,True,7.384810126582279,True
340,10340,2025-10-24,south,Recycling,APP,1,9.81,1,94.0,Completed,101.76,False,10.37308868501529,True
341,10341,2025-09-25,central,Recycling,WEB,1,6.33,2,49.0,Completed,70.95,False,11.208530805687204,False
342,10342,2025-10-23,north,Compost,APP,3,7.18,1,38.0,Completed,48.78,False,6.793871866295265,False
343,10343,2025-10-14,south,Compost,APP,2,7.19,1,52.0,Completed,66.92,False,9.307371349095966,True
344,10344,2025-11-16,east,Pickup,PHONE,2,7.59,3,24.0,Completed,60.76,False,8.005270092226613,False
345,10345,2025-09-22,south,Hazard,PHONE,2,8.92,3,52.0,Completed,104.55,False,11.720852017937219,True
346,10346,2025-11-23,west,Pickup,WEB,3,15.1,2,76.0,Completed,99.62,False,6.597350993377484,True
347,10347,2025-11-18,central,Hazard,PHONE,2,8.07,1,53.0,Completed,68.9,False,8.537794299876085,True
348,10348,2025-09-16,central,Compost,WEB,2,9.49,4,47.0,Completed,79.93,False,8.42255005268704,False
349,10349,2025-09-14,south,Pickup,APP,2,2.44,3,37.0,Completed,69.19,False,28.35655737704918,False
350,10350,2025-10-15,north,Bulk,APP,1,6.05,3,33.0,Completed,82.66,False,13.662809917355371,False
351,10351,2025-09-04,south,Pickup,APP,2,11.19,1,59.0,Completed,71.03,False,6.34763181411975,True
352,10352,2025-09-26,south,Compost,APP,1,8.71,1,66.0,Completed,74.32,False,8.53272101033295,True
353,10353,2025-10-07,north,Compost,APP,2,0.2,1,29.0,Completed,42.54,False,212.7,False
354,10354,2025-11-21,central,Bulk,PHONE,2,9.52,1,62.0,Completed,80.93,False,8.501050420168069,True
355,10355,2025-11-23,central,Compost,APP,2,13.25,4,53.0,Completed,96.29,False,7.2671698113207555,True
356,10356,2025-09-13,west,Pickup,PHONE,2,1.51,2,32.0,Completed,45.35,False,30.033112582781456,False
357,10357,2025-11-14,east,Pickup,PHONE,2,12.06,3,59.0,Completed,92.87,False,7.700663349917082,True
358,10358,2025-09-08,east,Recycling,PHONE,1,0.2,4,32.0,Completed,65.13,False,325.65,False
359,10359,2025-11-02,east,Pickup,PHONE,2,10.31,4,55.0,Completed,100.34,False,9.732298739088264,True
360,10360,2025-11-11,east,Recycling,APP,3,7.47,2,47.0,Completed,58.84,False,7.876840696117806,False
361,10361,2025-11-14,east,Pickup,APP,1,0.45,2,21.0,Completed,40.65,False,90.33333333333333,False
362,10362,2025-09-19,north,Recycling,PHONE,2,8.84,2,57.0,Completed,82.52,False,9.334841628959277,True
363,10363,2025-11-15,north,Recycling,PHONE,3,10.95,1,62.0,Completed,71.76,False,6.553424657534247,True
364,10364,2025-09-10,central,Compost,APP,1,8.59,4,53.0,Completed,86.48,False,10.067520372526193,True
365,10365,2025-10-14,east,Pickup,APP,2,9.25,3,60.0,Completed,87.47,False,9.456216216216216,True
366,10366,2025-10-10,central,Compost,PHONE,2,6.26,2,39.0,Completed,51.04,False,8.15335463258786,False
367,10367,2025-09-27,north,Recycling,PHONE,1,1.92,3,45.0,Completed,67.08,False,34.9375,False
368,10368,2025-09-02,east,Pickup,APP,2,9.58,3,50.0,Completed,96.01,False,10.021920668058456,False
369,10369,2025-11-04,north,Recycling,APP,2,12.75,1,81.0,Completed,91.81,False,7.2007843137254905,True
370,10370,2025-09-29,south,Recycling,WEB,2,10.89,3,49.0,Completed,83.69,False,7.685032139577594,False
371,10371,2025-10-26,north,Recycling,APP,3,1.54,4,5.0,Completed,54.37,False,35.3051948051948,False
372,10372,2025-10-05,north,Recycling,WEB,1,2.96,3,46.0,Completed,78.13,False,26.39527027027027,False
373,10373,2025-10-02,central,Pickup,APP,2,4.96,3,39.0,Completed,69.91,False,14.094758064516128,False
374,10374,2025-11-14,south,Recycling,PHONE,3,2.72,1,33.0,Completed,36.41,False,13.386029411764703,False
375,10375,2025-09-08,east,Recycling,APP,1,7.63,3,62.0,Completed,90.76,False,11.895150720838796,True
376,10376,2025-11-01,east,Recycling,APP,3,8.68,4,37.0,Completed,73.22,False,8.435483870967742,False
377,10377,2025-11-02,south,Compost,WEB,1,3.21,2,38.0,Completed,54.03,False,16.83177570093458,False
378,10378,2025-10-02,east,Pickup,PHONE,2,9.83,3,58.0,Completed,90.13,False,9.168870803662259,True
379,10379,2025-09-23,north,Hazard,INPERSON,1,9.3,3,49.0,Completed,98.34,False,10.574193548387097,False
380,10380,2025-09-01,central,Compost,APP,2,5.86,1,52.0,Completed,79.29,False,13.530716723549489,True
381,10381,2025-11-18,central,Hazard,WEB,2,6.98,2,56.0,Completed,86.13,False,12.339541547277936,True
382,10382,2025-11-19,west,Compost,WEB,3,1.65,4,23.0,Completed,67.1,False,40.666666666666664,False
383,10383,2025-09-21,east,Pickup,PHONE,3,6.5,4,47.0,Completed,82.11,False,12.632307692307693,False
384,10384,2025-09-03,north,Recycling,APP,2,7.52,2,58.0,Completed,75.77,False,10.075797872340425,True
385,10385,2025-09-11,central,Pickup,PHONE,2,8.01,2,51.0,Completed,69.37,False,8.660424469413234,True
386,10386,2025-09-06,south,Compost,PHONE,2,8.64,4,29.0,Completed,78.62,False,9.099537037037036,False
387,10387,2025-11-09,north,Recycling,WEB,3,8.23,1,47.0,Completed,53.45,False,6.49453219927096,False
388,10388,2025-11-14,south,Pickup,APP,2,6.71,2,53.0,Completed,80.6,False,12.011922503725781,True
389,10389,2025-09-13,west,Hazard,APP,3,8.36,1,44.0,Completed,68.72,False,8.220095693779905,False
390,10390,2025-11-02,west,Pickup,APP,1,10.51,1,71.0,Completed,70.54,False,6.711703139866795,True
391,10391,2025-09-16,west,Recycling,Unknown,2,7.7,3,48.0,Completed,76.19,False,9.894805194805194,False
392,10392,2025-10-01,west,Compost,INPERSON,2,8.45,2,64.0,Completed,81.51,False,9.646153846153847,True
393,10393,2025-10-21,north,Bulk,APP,1,6.94,4,44.0,Completed,88.24,False,12.714697406340056,False
394,10394,2025-10-31,central,Recycling,WEB,1,5.56,4,39.0,Completed,86.4,False,15.539568345323744,False
395,10395,2025-11-13,east,Recycling,WEB,3,9.07,4,45.0,Completed,87.34,False,9.62954796030871,False
396,10396,2025-09-04,west,Pickup,APP,2,5.83,3,43.0,Completed,73.84,False,12.665523156089193,False
397,10397,2025-09-17,north,Recycling,APP,1,8.66,3,54.0,Completed,75.48,False,8.71593533487298,True
398,10398,2025-09-24,north,Pickup,PHONE,2,7.58,3,55.0,Completed,89.99,False,11.872031662269128,True
399,10399,2025-09-27,south,Bulk,PHONE,2,6.59,4,35.0,Completed,93.07,False,14.122913505311077,False
400,10400,2025-11-23,north,Pickup,APP,2,6.52,1,56.0,Completed,69.18,False,10.610429447852763,True
401,10401,2025-11-05,east,Hazard,WEB,3,5.98,3,41.0,Completed,99.35,False,16.613712374581937,False
402,10402,2025-09-27,north,Compost,PHONE,3,2.56,1,35.0,Completed,43.62,False,17.0390625,False
403,10403,2025-11-21,north,Pickup,WEB,2,8.65,2,59.0,Completed,72.91,False,8.428901734104045,True
404,10404,2025-10-12,west,Pickup,WEB,2,8.19,2,52.0,Completed,72.3,False,8.827838827838828,True
405,10405,2025-10-13,south,Recycling,WEB,2,10.05,3,60.0,Canceled,93.59,True,9.312437810945273,True
406,10406,2025-10-07,central,Bulk,PHONE,3,5.91,4,37.0,Completed,97.26,False,16.456852791878173,False
407,10407,2025-09-13,south,Recycling,APP,1,13.19,1,85.0,Canceled,88.87,True,6.73768006065201,True
408,10408,2025-11-18,west,Pickup,PHONE,1,6.36,3,43.0,Completed,78.73,False,12.378930817610064,False
409,10409,2025-09-02,Unknown,Pickup,APP,3,4.87,1,41.0,Completed,53.44,False,10.973305954825461,False
410,10410,2025-09-15,west,Hazard,PHONE,3,4.52,1,54.0,Completed,78.72,False,17.415929203539825,True
411,10411,2025-09-20,east,Recycling,WEB,2,2.3,2,37.0,Completed,48.23,False,20.969565217391306,False
412,10412,2025-09-24,north,Compost,PHONE,2,12.1,3,53.0,Completed,87.59,False,7.238842975206612,True
413,10413,2025-09-12,central,Recycling,APP,2,11.61,1,73.0,Completed,76.25,False,6.567614125753661,True
414,10414,2025-09-02,south,Hazard,APP,2,9.3,2,36.0,Completed,76.49,False,8.224731182795697,False
415,10415,2025-10-27,north,Pickup,APP,2,4.81,4,31.0,Completed,76.36,False,15.875259875259877,False
416,10416,2025-11-21,west,Pickup,PHONE,1,12.93,2,80.0,Canceled,87.67,True,6.780355761794278,True
417,10417,2025-09-11,central,Hazard,WEB,2,6.44,4,40.0,Completed,102.49,False,15.914596273291924,False
418,10418,2025-09-25,Unknown,Hazard,APP,2,6.69,4,43.0,Completed,107.94,False,16.13452914798206,False
419,10419,2025-10-13,east,Pickup,WEB,2,11.81,2,39.0,Completed,63.87,False,5.408128704487722,False
420,10420,2025-11-17,central,Recycling,WEB,1,9.48,3,55.0,Completed,87.45,False,9.224683544303797,True
421,10421,2025-10-29,west,Recycling,APP,3,14.1,3,66.0,Completed,85.34,False,6.052482269503546,True
422,10422,2025-11-04,central,Recycling,WEB,2,8.25,2,55.0,Canceled,82.91,True,10.049696969696969,True
423,10423,2025-10-19,east,Pickup,APP,3,6.31,2,49.0,Completed,72.02,False,11.413629160063392,False
424,10424,2025-10-06,west,Compost,APP,1,5.66,2,47.0,Completed,60.43,False,10.676678445229681,False
425,10425,2025-09-17,south,Pickup,PHONE,2,1.96,1,39.0,Completed,43.82,False,22.357142857142858,False
426,10426,2025-11-12,central,Bulk,APP,3,6.66,1,41.0,Completed,69.84,False,10.486486486486486,False
427,10427,2025-11-07,south,Pickup,WEB,2,10.93,2,58.0,Completed,82.18,False,7.518755718206771,True
428,10428,2025-09-03,west,Pickup,Unknown,1,9.3,4,46.0,Completed,86.77,False,9.330107526881719,False
429,10429,2025-10-31,south,Bulk,WEB,2,7.7,1,43.0,Completed,75.3,False,9.779220779220779,False
430,10430,2025-09-08,east,Pickup,PHONE,2,4.52,1,40.0,Completed,38.74,False,8.570796460176993,False
431,10431,2025-11-02,west,Bulk,PHONE,2,8.18,2,63.0,Completed,94.6,False,11.56479217603912,True
432,10432,2025-11-09,east,Pickup,INPERSON,2,10.54,3,54.0,Completed,73.41,False,6.964895635673624,True
433,10433,2025-09-12,central,Hazard,APP,2,8.79,1,64.0,Completed,84.92,False,9.660978384527874,True
434,10434,2025-10-07,south,Compost,APP,2,8.0,1,55.0,Completed,72.8,False,9.1,True
435,10435,2025-09-11,west,Compost,PHONE,1,5.11,1,42.0,Completed,63.75,False,12.475538160469666,False
436,10436,2025-10-18,south,Pickup,APP,2,10.1,2,65.0,Completed,86.16,False,8.530693069306931,True
437,10437,2025-11-17,south,Pickup,APP,2,0.2,1,17.0,Completed,23.82,False,119.1,False
438,10438,2025-09-07,east,Recycling,APP,1,8.65,4,50.0,Completed,92.17,False,10.65549132947977,False
439,10439,2025-10-04,north,Recycling,PHONE,1,15.21,4,75.0,Completed,120.09,False,7.895463510848126,True
440,10440,2025-11-21,north,Pickup,APP,1,2.97,2,42.0,Completed,53.52,False,18.02020202020202,False
441,10441,2025-09-26,west,Pickup,APP,1,6.78,1,56.0,Completed,61.27,False,9.036873156342184,True
442,10442,2025-09-12,west,Recycling,APP,2,7.48,1,43.0,Completed,60.96,False,8.149732620320854,False
443,10443,2025-10-12,west,Pickup,APP,1,6.11,2,44.0,Completed,58.53,False,9.579378068739771,False
444,10444,2025-10-13,north,Recycling,WEB,2,10.61,2,53.0,Completed,68.86,False,6.4901036757775685,True
445,10445,2025-10-26,south,Recycling,APP,3,8.92,3,40.0,Completed,72.58,False,8.13677130044843,False
446,10446,2025-09-27,north,Pickup,PHONE,3,7.96,2,54.0,Completed,76.0,False,9.547738693467338,True
447,10447,2025-11-20,west,Bulk,WEB,1,9.89,2,53.0,Completed,87.6,False,8.857431749241657,True
448,10448,2025-10-14,central,Recycling,APP,2,7.55,2,52.0,Completed,72.86,False,9.650331125827815,True
449,10449,2025-09-25,south,Pickup,WEB,2,17.04,3,78.0,Completed,112.25,False,6.587441314553991,True
450,10450,2025-11-20,west,Recycling,PHONE,3,7.95,3,51.0,Completed,94.72,False,11.91446540880503,True
451,10451,2025-11-17,north,Compost,PHONE,3,8.09,1,55.0,Completed,62.99,False,7.786155747836836,True
452,10452,2025-10-12,south,Recycling,APP,1,2.37,2,45.0,Completed,65.5,False,27.637130801687764,False
453,10453,2025-09-03,north,Recycling,APP,1,5.87,3,45.0,Completed,86.41,False,14.720613287904598,False
454,10454,2025-10-21,south,Hazard,INPERSON,2,10.94,3,60.0,Completed,106.21,False,9.708409506398537,True
455,10455,2025-10-17,west,Recycling,WEB,3,3.49,3,17.0,Canceled,42.7,True,12.234957020057307,False
456,10456,2025-09-13,central,Hazard,WEB,3,1.03,3,5.0,Completed,58.75,False,57.03883495145631,False
457,10457,2025-10-24,north,Compost,WEB,1,7.6,3,55.0,Completed,93.21,False,12.264473684210525,True
458,10458,2025-11-10,east,Pickup,APP,2,11.61,2,66.0,Completed,87.87,False,7.568475452196383,True
459,10459,2025-09-09,west,Recycling,WEB,1,7.63,3,56.0,Completed,87.12,False,11.418086500655308,True
460,10460,2025-10-31,central,Bulk,PHONE,2,6.49,2,42.0,Completed,72.21,False,11.126348228043142,False
461,10461,2025-09-12,east,Hazard,WEB,3,1.92,2,39.0,Completed,77.7,False,40.46875,False
462,10462,2025-11-02,south,Recycling,APP,2,8.86,1,59.0,Completed,74.95,False,8.459367945823928,True
463,10463,2025-10-06,west,Pickup,APP,1,9.48,2,65.0,Completed,77.35,False,8.15928270042194,True
464,10464,2025-09-01,south,Bulk,WEB,2,2.15,1,46.0,Completed,53.73,False,24.990697674418605,False
465,10465,2025-11-21,central,Pickup,WEB,2,10.9,1,83.0,Completed,88.03,False,8.076146788990826,True
466,10466,2025-09-14,south,Compost,PHONE,3,9.8,2,50.0,Completed,66.31,False,6.766326530612244,False
467,10467,2025-10-21,west,Recycling,APP,2,10.9,3,52.0,Completed,85.39,False,7.83394495412844,True
468,10468,2025-09-16,north,Compost,APP,3,9.25,4,34.0,Completed,80.96,False,8.752432432432432,False
469,10469,2025-11-18,south,Compost,INPERSON,2,9.46,1,77.0,Completed,87.25,False,9.223044397463001,True
470,10470,2025-11-02,central,Bulk,APP,1,9.06,4,59.0,Canceled,114.19,True,12.603752759381898,True
471,10471,2025-11-07,east,Bulk,APP,2,10.11,2,61.0,Completed,89.07,False,8.810089020771514,True
472,10472,2025-10-07,east,Compost,PHONE,1,2.04,3,59.0,Completed,92.12,False,45.15686274509804,True
473,10473,2025-10-10,central,Compost,APP,2,3.0,3,34.0,Completed,63.76,False,21.253333333333334,False
474,10474,2025-10-24,central,Compost,PHONE,2,5.29,4,27.0,Completed,82.68,False,15.629489603024576,False
475,10475,2025-11-05,south,Pickup,APP,1,7.11,1,61.0,Completed,80.76,False,11.358649789029537,True
476,10476,2025-11-11,east,Recycling,WEB,1,8.66,4,46.0,Completed,101.64,False,11.736720554272518,False
477,10477,2025-09-02,east,Pickup,WEB,1,8.47,1,64.0,Completed,66.66,False,7.870129870129869,True
478,10478,2025-10-26,west,Compost,WEB,1,10.85,4,58.0,Completed,104.52,False,9.633179723502304,True
479,10479,2025-09-10,south,Bulk,PHONE,3,10.95,3,48.0,Completed,103.33,False,9.436529680365297,False
480,10480,2025-09-25,south,Recycling,APP,3,4.88,2,25.0,Completed,51.3,False,10.512295081967213,False
481,10481,2025-11-09,central,Pickup,WEB,1,8.22,2,70.0,Completed,87.37,False,10.628953771289538,True
482,10482,2025-09-22,central,Pickup,WEB,2,4.96,1,52.0,Completed,68.57,False,13.824596774193546,True
483,10483,2025-11-06,central,Bulk,PHONE,2,6.94,4,41.0,Completed,102.95,False,14.8342939481268,False
484,10484,2025-10-09,central,Pickup,PHONE,3,7.7,3,51.0,Completed,83.72,False,10.872727272727273,True
485,10485,2025-09-20,west,Pickup,WEB,2,0.2,4,25.0,Completed,60.52,False,302.6,False
486,10486,2025-09-29,west,Compost,PHONE,2,14.73,3,71.0,Completed,105.82,False,7.183978275627969,True
487,10487,2025-10-15,west,Compost,WEB,2,9.2,4,55.0,Completed,96.69,False,10.509782608695653,True
488,10488,2025-11-04,east,Pickup,APP,3,5.71,4,36.0,Completed,82.99,False,14.534150612959719,False
489,10489,2025-10-21,east,Pickup,PHONE,2,13.28,2,73.0,Completed,93.76,False,7.060240963855422,True
490,10490,2025-11-18,south,Bulk,PHONE,2,6.46,3,49.0,Completed,100.14,False,15.5015479876161,False
491,10491,2025-11-12,west,Bulk,APP,1,7.9,2,58.0,Canceled,95.83,True,12.130379746835443,True
492,10492,2025-11-03,south,Bulk,WEB,2,6.04,4,38.0,Completed,104.82,False,17.354304635761586,False
493,10493,2025-10-21,south,Pickup,PHONE,3,12.46,3,70.0,Completed,99.81,False,8.010433386837882,True
494,10494,2025-09-25,east,Pickup,APP,2,7.19,2,44.0,Completed,56.07,False,7.798331015299026,False
495,10495,2025-10-05,south,Pickup,WEB,2,7.95,3,51.0,Completed,86.36,False,10.862893081761007,True
496,10496,2025-09-10,north,Compost,WEB,2,11.11,2,64.0,Completed,78.95,False,7.1062106210621065,True
497,10497,2025-10-02,central,Recycling,WEB,2,9.26,3,47.0,Completed,71.2,False,7.688984881209504,False
498,10498,2025-11-17,central,Pickup,APP,2,7.34,2,42.0,Completed,56.77,False,7.7343324250681205,False
499,10499,2025-10-06,north,Compost,WEB,2,10.83,2,57.0,Completed,78.85,False,7.280701754385964,True
500,10500,2025-09-10,north,Hazard,APP,3,15.12,4,61.0,Completed,121.37,False,8.027116402116404,True
501,10501,2025-10-25,south,Compost,PHONE,2,8.45,1,49.0,Completed,45.25,False,5.355029585798817,False
502,10502,2025-11-20,west,Recycling,APP,2,7.85,4,40.0,Completed,81.7,False,10.407643312101913,False
503,10503,2025-11-12,central,Recycling,PHONE,2,8.01,1,62.0,Completed,77.42,False,9.66541822721598,True
504,10504,2025-09-24,north,Recycling,WEB,1,11.43,1,87.0,Completed,91.44,False,8.0,True
505,10505,2025-10-09,west,Pickup,PHONE,2,5.7,1,57.0,Completed,64.66,False,11.343859649122805,True
